"TX REC CRS V30 FRONT HALF - NODAL EXCHANGE",260203,2026-02-03,006NJ3,NODX,01,006 ,    3162,    2120,    1317,       0,     400,       0,       0,       0,       0,     892,    1297,      25,    3037,    3039,     125,     123,    3162,    2120,    1317,       0,     400,       0,       0,       0,       0,     892,    1297,      25,    3037,    3039,     125,     123,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -212,    -212,    -262,       0,       0,       0,       0,       0,       0,     -25,      25,      25,    -212,    -212,       0,       0,  100.0,   67.0,   41.7,    0.0,   12.7,    0.0,    0.0,    0.0,    0.0,   28.2,   41.0,    0.8,   96.0,   96.1,    4.0,    3.9,  100.0,   67.0,   41.7,    0.0,   12.7,    0.0,    0.0,    0.0,    0.0,   28.2,   41.0,    0.8,   96.0,   96.1,    4.0,    3.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     26,      9,      7,      0,.,      0,      0,      0,      0,      5,      5,.,     14,     15,     26,      9,      7,      0,.,      0,      0,      0,      0,      5,      5,.,     14,     15,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    69.9,    69.7,    85.8,    88.1,    69.0,    69.7,    84.9,    88.1,    69.9,    69.7,    85.8,    88.1,    69.0,    69.7,    84.9,    88.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1000 Texas RECs","006NJ3","NODX","006 ","N60","FutOnly"
"TX REC CRS V31 BACK HALF - NODAL EXCHANGE",260203,2026-02-03,006NKH,NODX,01,006 ,    1712,    1061,     622,     212,      50,       0,       0,       0,       0,     389,     990,       0,    1662,    1662,      50,      50,    1712,    1061,     622,     212,      50,       0,       0,       0,       0,     389,     990,       0,    1662,    1662,      50,      50,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,   62.0,   36.3,   12.4,    2.9,    0.0,    0.0,    0.0,    0.0,   22.7,   57.8,    0.0,   97.1,   97.1,    2.9,    2.9,  100.0,   62.0,   36.3,   12.4,    2.9,    0.0,    0.0,    0.0,    0.0,   22.7,   57.8,    0.0,   97.1,   97.1,    2.9,    2.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     20,      8,      4,.,.,      0,      0,      0,      0,.,.,      0,     13,      8,     20,      8,      4,.,.,      0,      0,      0,      0,.,.,      0,     13,      8,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    57.3,    84.4,    82.8,    97.1,    57.3,    84.4,    81.3,    95.5,    57.3,    84.4,    82.8,    97.1,    57.3,    84.4,    81.3,    95.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1000 Texas RECs","006NKH","NODX","006 ","N60","FutOnly"
"TX REC CRS V31 FRONT HALF - NODAL EXCHANGE",260203,2026-02-03,006NKJ,NODX,01,006 ,    1915,    1157,     650,     150,     222,      63,       0,       0,       0,     495,     925,       0,    1865,    1860,      50,      55,    1915,    1157,     650,     150,     222,      63,       0,       0,       0,     495,     925,       0,    1865,    1860,      50,      55,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,   60.4,   33.9,    7.8,   11.6,    3.3,    0.0,    0.0,    0.0,   25.8,   48.3,    0.0,   97.4,   97.1,    2.6,    2.9,  100.0,   60.4,   33.9,    7.8,   11.6,    3.3,    0.0,    0.0,    0.0,   25.8,   48.3,    0.0,   97.4,   97.1,    2.6,    2.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     20,      7,      4,.,.,.,      0,      0,      0,      4,.,      0,     13,      8,     20,      7,      4,.,.,.,      0,      0,      0,      4,.,      0,     13,      8,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    64.1,    72.3,    85.7,    97.1,    64.1,    72.3,    85.7,    93.8,    64.1,    72.3,    85.7,    97.1,    64.1,    72.3,    85.7,    93.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1000 Texas RECs","006NKJ","NODX","006 ","N60","FutOnly"
"NEW JERSEY RECs CLASS 2 V2026 - NODAL EXCHANGE",260203,2026-02-03,006NLD,NODX,01,006 ,    9930,    5640,     150,     505,    9780,       0,     690,       0,       0,    3080,       0,       0,    9915,    9930,      15,       0,    9930,    5640,     150,     505,    9780,       0,     690,       0,       0,    3080,       0,       0,    9915,    9930,      15,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   56.8,    1.5,    5.1,   98.5,    0.0,    6.9,    0.0,    0.0,   31.0,    0.0,    0.0,   99.8,  100.0,    0.2,    0.0,  100.0,   56.8,    1.5,    5.1,   98.5,    0.0,    6.9,    0.0,    0.0,   31.0,    0.0,    0.0,   99.8,  100.0,    0.2,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     20,     10,.,.,.,      0,.,      0,      0,      4,      0,      0,     16,      4,     20,     10,.,.,.,      0,.,      0,      0,      4,      0,      0,     16,      4,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    51.6,   100.0,    84.2,   100.0,    51.6,   100.0,    84.2,   100.0,    51.6,   100.0,    84.2,   100.0,    51.6,   100.0,    84.2,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"100 MWh representing 100 NJ Class 2 RECs","006NLD","NODX","006 ","N60","FutOnly"
"PENNSYLVANIA AEC TIER 2-V2026 - NODAL EXCHANGE",260203,2026-02-03,006NLV,NODX,01,006 ,   27545,   16330,   14903,    1279,     850,       0,    3601,       0,       0,    6335,   11792,       0,   27545,   27545,       0,       0,   27545,   16330,   14903,    1279,     850,       0,    3601,       0,       0,    6335,   11792,       0,   27545,   27545,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -150,       0,       0,       0,       0,       0,       0,       0,     150,       0,       0,       0,       0,       0,  100.0,   59.3,   54.1,    4.6,    3.1,    0.0,   13.1,    0.0,    0.0,   23.0,   42.8,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,   59.3,   54.1,    4.6,    3.1,    0.0,   13.1,    0.0,    0.0,   23.0,   42.8,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     32,     10,      8,.,.,      0,.,      0,      0,      6,      4,      0,     19,     13,     32,     10,      8,.,.,      0,.,      0,      0,      6,      4,      0,     19,     13,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    60.7,    70.1,    83.1,    91.1,    60.7,    70.1,    83.1,    91.1,    60.7,    70.1,    83.1,    91.1,    60.7,    70.1,    83.1,    91.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(100 MWh = 100 Tier 2  AECs)","006NLV","NODX","006 ","N60","FutOnly"
"PENNSYLVANIA AEC TIER 2-V2027 - NODAL EXCHANGE",260203,2026-02-03,006NMT,NODX,01,006 ,   18969,   13470,   14044,     420,     100,       0,    2150,       0,       0,    2929,    4825,       0,   18969,   18969,       0,       0,   18969,   13470,   14044,     420,     100,       0,    2150,       0,       0,    2929,    4825,       0,   18969,   18969,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   71.0,   74.0,    2.2,    0.5,    0.0,   11.3,    0.0,    0.0,   15.4,   25.4,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,   71.0,   74.0,    2.2,    0.5,    0.0,   11.3,    0.0,    0.0,   15.4,   25.4,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     26,     11,      5,.,.,      0,.,      0,      0,.,.,      0,     17,      9,     26,     11,      5,.,.,      0,.,      0,      0,.,.,      0,     17,      9,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    56.2,    85.8,    83.7,    99.5,    56.2,    85.8,    83.7,    99.5,    56.2,    85.8,    83.7,    99.5,    56.2,    85.8,    83.7,    99.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(100 MWh = 100 Tier 2  AECs)","006NMT","NODX","006 ","N60","FutOnly"
"PENNSYLVANIA AEC TIER 2-V2028 - NODAL EXCHANGE",260203,2026-02-03,006NMX,NODX,01,006 ,   16280,   12095,   14880,     250,       0,       0,     550,       0,       0,    3375,    1400,       0,   16270,   16280,      10,       0,   16280,   12095,   14880,     250,       0,       0,     550,       0,       0,    3375,    1400,       0,   16270,   16280,      10,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     250,     250,     250,       0,       0,       0,       0,       0,       0,       0,       0,       0,     250,     250,       0,       0,  100.0,   74.3,   91.4,    1.5,    0.0,    0.0,    3.4,    0.0,    0.0,   20.7,    8.6,    0.0,   99.9,  100.0,    0.1,    0.0,  100.0,   74.3,   91.4,    1.5,    0.0,    0.0,    3.4,    0.0,    0.0,   20.7,    8.6,    0.0,   99.9,  100.0,    0.1,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     20,      8,      5,.,      0,      0,.,      0,      0,.,.,      0,     14,      6,     20,      8,      5,.,      0,      0,.,      0,      0,.,.,      0,     14,      6,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    61.4,    95.7,    87.5,   100.0,    61.4,    95.7,    87.5,   100.0,    61.4,    95.7,    87.5,   100.0,    61.4,    95.7,    87.5,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(100 MWh = 100 Tier 2  AECs)","006NMX","NODX","006 ","N60","FutOnly"
"SOYBEAN OIL - CHICAGO BOARD OF TRADE",260203,2026-02-03,007601,CBT ,00,007 ,  667851,  198533,  305738,   80705,   13453,   38416,   82804,   75538,  128837,   55848,   27207,   49942,  635085,  639131,   32766,   28720,  560879,  177563,  237079,   53383,   17015,   28206,   73952,   84660,  104806,   56615,   25912,   38516,  533041,  536194,   27838,   24685,  106972,   20970,   68659,   36711,    5827,     821,   25479,    7505,    7404,    4407,    6469,    6252,  102044,  102937,    4928,    4035,    5767,    7770,   -1162,   -3271,      -2,    2624,    -491,    2790,    6901,    -394,    1694,   -6655,    6484,    6190,    -717,    -423,  100.0,   29.7,   45.8,   12.1,    2.0,    5.8,   12.4,   11.3,   19.3,    8.4,    4.1,    7.5,   95.1,   95.7,    4.9,    4.3,  100.0,   31.7,   42.3,    9.5,    3.0,    5.0,   13.2,   15.1,   18.7,   10.1,    4.6,    6.9,   95.0,   95.6,    5.0,    4.4,  100.0,   19.6,   64.2,   34.3,    5.4,    0.8,   23.8,    7.0,    6.9,    4.1,    6.0,    5.8,   95.4,   96.2,    4.6,    3.8,    353,     81,     85,     20,     11,     18,     72,     42,     68,     49,     41,     53,    298,    252,    349,     79,     85,     17,     14,     17,     64,     50,     66,     55,     37,     48,    292,    244,    167,     38,     41,     18,      7,.,     26,     12,      7,     18,     24,     19,    116,    100,    12.9,    13.6,    21.7,    23.3,     9.4,    10.3,    14.2,    16.7,    14.5,    12.3,    22.8,    21.7,    11.8,    10.1,    17.3,    16.2,    19.6,    36.2,    34.9,    51.5,    18.5,    34.7,    32.4,    46.9,"(CONTRACTS OF 60,000 POUNDS)","007601","CBT ","007 ","A30","FutOnly"
"USGC HSFO (PLATTS) - ICE FUTURES ENERGY DIV",260203,2026-02-03,02141B,IFED,01,021 ,   28455,   16349,   24872,    1418,     395,     447,       0,      25,      39,    7914,     356,    2227,   28394,   28361,      61,      94,   28455,   16349,   24872,    1418,     395,     447,       0,      25,      39,    7914,     356,    2227,   28394,   28361,      61,      94,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -4593,   -2475,   -3763,     -29,      15,    -152,       0,     -25,       0,   -1138,     143,    -815,   -4609,   -4597,      16,       4,  100.0,   57.5,   87.4,    5.0,    1.4,    1.6,    0.0,    0.1,    0.1,   27.8,    1.3,    7.8,   99.8,   99.7,    0.2,    0.3,  100.0,   57.5,   87.4,    5.0,    1.4,    1.6,    0.0,    0.1,    0.1,   27.8,    1.3,    7.8,   99.8,   99.7,    0.2,    0.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     56,     30,     38,      4,      4,.,      0,.,.,      5,.,      4,     43,     50,     56,     30,     38,      4,      4,.,      0,.,.,      5,.,      4,     43,     50,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    37.5,    27.8,    56.1,    48.6,    29.7,    11.7,    34.8,    19.5,    37.5,    27.8,    56.1,    48.6,    29.7,    11.7,    34.8,    19.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1000 barrels)","02141B","IFED","021 ","N10","FutOnly"
"FUEL OIL-3% USGC/3.5% FOB RDAM - ICE FUTURES ENERGY DIV",260203,2026-02-03,02141C,IFED,01,021 ,   18566,    8158,   13007,    6769,    1107,     126,     600,       0,       0,    2122,    3568,     658,   18433,   18466,     133,     100,   18566,    8158,   13007,    6769,    1107,     126,     600,       0,       0,    2122,    3568,     658,   18433,   18466,     133,     100,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2468,   -1901,   -2132,    -692,     131,     -13,       0,     -30,     -20,     525,     -18,    -377,   -2478,   -2459,      10,      -9,  100.0,   43.9,   70.1,   36.5,    6.0,    0.7,    3.2,    0.0,    0.0,   11.4,   19.2,    3.5,   99.3,   99.5,    0.7,    0.5,  100.0,   43.9,   70.1,   36.5,    6.0,    0.7,    3.2,    0.0,    0.0,   11.4,   19.2,    3.5,   99.3,   99.5,    0.7,    0.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     36,     20,     14,      5,.,.,.,      0,      0,.,      4,.,     29,     23,     36,     20,     14,      5,.,.,.,      0,      0,.,      4,.,     29,     23,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    45.0,    57.8,    65.1,    82.2,    40.1,    53.3,    56.0,    69.5,    45.0,    57.8,    65.1,    82.2,    40.1,    53.3,    56.0,    69.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1000 barrels)","02141C","IFED","021 ","N10","FutOnly"
"USGC HSFO-PLATTS/BRENT 1ST LN  - ICE FUTURES ENERGY DIV",260203,2026-02-03,02141R,IFED,01,021 ,    8886,    6360,    5413,     356,      95,      38,       0,       0,       0,     849,    2097,    1202,    8805,    8845,      81,      41,    8886,    6360,    5413,     356,      95,      38,       0,       0,       0,     849,    2097,    1202,    8805,    8845,      81,      41,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2369,   -2759,   -2203,      -1,     -80,     -50,       0,       0,       0,     469,     -84,      27,   -2314,   -2390,     -55,      21,  100.0,   71.6,   60.9,    4.0,    1.1,    0.4,    0.0,    0.0,    0.0,    9.6,   23.6,   13.5,   99.1,   99.5,    0.9,    0.5,  100.0,   71.6,   60.9,    4.0,    1.1,    0.4,    0.0,    0.0,    0.0,    9.6,   23.6,   13.5,   99.1,   99.5,    0.9,    0.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     37,     19,     14,      4,.,.,      0,      0,      0,      4,.,.,     27,     23,     37,     19,     14,      4,.,.,      0,      0,      0,      4,.,.,     27,     23,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    49.5,    58.1,    67.7,    79.6,    33.0,    52.1,    46.4,    61.6,    49.5,    58.1,    67.7,    79.6,    33.0,    52.1,    46.4,    61.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1000 Barrels)","02141R","IFED","021 ","N10","FutOnly"
"NY HARBOR ULSD - NEW YORK MERCANTILE EXCHANGE",260203,2026-02-03,022651,NYME,01,022 ,  366997,   88829,  198067,   72434,    7247,    9566,   46860,   22483,   37339,   15899,   14997,   48637,  319564,  338336,   47433,   28661,  366997,   88829,  198067,   72434,    7247,    9566,   46860,   22483,   37339,   15899,   14997,   48637,  319564,  338336,   47433,   28661,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -14078,    1201,   -1651,   -4801,     439,    -951,    4247,   -8956,   -6053,   -9336,    2423,    -285,  -15978,  -15034,    1900,     956,  100.0,   24.2,   54.0,   19.7,    2.0,    2.6,   12.8,    6.1,   10.2,    4.3,    4.1,   13.3,   87.1,   92.2,   12.9,    7.8,  100.0,   24.2,   54.0,   19.7,    2.0,    2.6,   12.8,    6.1,   10.2,    4.3,    4.1,   13.3,   87.1,   92.2,   12.9,    7.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    209,     64,     79,     21,      5,     18,     40,     19,     46,     17,     17,     26,    183,    175,    209,     64,     79,     21,      5,     18,     40,     19,     46,     17,     17,     26,    183,    175,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    10.9,    16.2,    18.4,    27.3,     9.0,    15.8,    14.6,    22.1,    10.9,    16.2,    18.4,    27.3,     9.0,    15.8,    14.6,    22.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 ","N10","FutOnly"
"UP DOWN GC ULSD VS HO SPR - NEW YORK MERCANTILE EXCHANGE",260203,2026-02-03,022A13,NYME,01,022 ,   55048,   30072,   33044,       0,   10075,       0,       0,       0,       0,    1665,       0,       0,   31737,   43119,   23311,   11929,   55048,   30072,   33044,       0,   10075,       0,       0,       0,       0,    1665,       0,       0,   31737,   43119,   23311,   11929,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3370,   -3257,   -2786,       0,     755,       0,       0,       0,       0,     307,       0,    -511,   -3461,   -2542,    6831,    5912,  100.0,   54.6,   60.0,    0.0,   18.3,    0.0,    0.0,    0.0,    0.0,    3.0,    0.0,    0.0,   57.7,   78.3,   42.3,   21.7,  100.0,   54.6,   60.0,    0.0,   18.3,    0.0,    0.0,    0.0,    0.0,    3.0,    0.0,    0.0,   57.7,   78.3,   42.3,   21.7,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     20,     11,     16,      0,.,      0,      0,      0,      0,.,      0,      0,     12,     17,     20,     11,     16,      0,.,      0,      0,      0,      0,.,      0,      0,     12,     17,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    46.2,    62.5,    55.4,    73.3,    40.8,    62.5,    48.8,    69.9,    46.2,    62.5,    55.4,    73.3,    40.8,    62.5,    48.8,    69.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 GALLONS)","022A13","NYME","022 ","N10","FutOnly"
"NAT GAS ICE LD1 - ICE FUTURES ENERGY DIV",260203,2026-02-03,023391,IFED,01,023 , 7662225, 3988020, 2050282,  711330, 3406517,  356198,  736681,  109730,  989927,  306009,  190233,  535656, 7623821, 7638543,   38404,   23682, 7662225, 3988020, 2050282,  711330, 3406517,  356198,  736681,  109730,  989927,  306009,  190233,  535656, 7623821, 7638543,   38404,   23682,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0, -325744, -163243,  -70548,  -28994, -210109,   16589, -109149,   62865,  -65223,   49414,  -35542,  -25587, -326193, -327555,     449,    1811,  100.0,   52.0,   26.8,    9.3,   44.5,    4.6,    9.6,    1.4,   12.9,    4.0,    2.5,    7.0,   99.5,   99.7,    0.5,    0.3,  100.0,   52.0,   26.8,    9.3,   44.5,    4.6,    9.6,    1.4,   12.9,    4.0,    2.5,    7.0,   99.5,   99.7,    0.5,    0.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    260,    142,    104,     18,     20,     23,     15,     10,     25,     26,     21,     37,    240,    204,    260,    142,    104,     18,     20,     23,     15,     10,     25,     26,     21,     37,    240,    204,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    21.0,    36.0,    33.9,    55.6,    17.0,    31.1,    26.1,    48.3,    21.0,    36.0,    33.9,    55.6,    17.0,    31.1,    26.1,    48.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 MMBtus","023391","IFED","023 ","N13","FutOnly"
"NAT GAS ICE PEN - ICE FUTURES ENERGY DIV",260203,2026-02-03,023392,IFED,01,023 ,  723347,   88931,   58742,  243393,  104647,   80734,   11751,  317857,   50049,  168161,   29370,   79242,  722261,  720641,    1086,    2706,  723347,   88931,   58742,  243393,  104647,   80734,   11751,  317857,   50049,  168161,   29370,   79242,  722261,  720641,    1086,    2706,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -96288,  -11830,   -8906,   25510,  -10391,  -21400,   -1322,   -5220,  -21409,  -39197,   -4944,  -23273,  -92921,  -95543,   -3367,    -745,  100.0,   12.3,    8.1,   33.6,   14.5,   11.2,    1.6,   43.9,    6.9,   23.2,    4.1,   11.0,   99.8,   99.6,    0.2,    0.4,  100.0,   12.3,    8.1,   33.6,   14.5,   11.2,    1.6,   43.9,    6.9,   23.2,    4.1,   11.0,   99.8,   99.6,    0.2,    0.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     76,     14,     17,     12,      4,     13,.,      9,      8,     18,      7,     20,     61,     64,     76,     14,     17,     12,      4,     13,.,      9,      8,     18,      7,     20,     61,     64,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    29.8,    62.7,    49.3,    80.0,    27.2,    53.9,    42.2,    59.8,    29.8,    62.7,    49.3,    80.0,    27.2,    53.9,    42.2,    59.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"2500 mmbtu","023392","IFED","023 ","N13","FutOnly"
"SOCAL BORDER FIN BASIS - ICE FUTURES ENERGY DIV",260203,2026-02-03,023393,IFED,01,023 ,  306033,  125794,  228581,   63201,   40989,    8153,   87352,    6466,     464,     812,    5299,    3210,  288986,  293162,   17047,   12871,  306033,  125794,  228581,   63201,   40989,    8153,   87352,    6466,     464,     812,    5299,    3210,  288986,  293162,   17047,   12871,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2441,    1738,   -1788,     851,    2251,     660,   -1380,    2765,   -1258,       0,      19,     -91,     520,    2558,    1921,    -117,  100.0,   41.1,   74.7,   20.7,   13.4,    2.7,   28.5,    2.1,    0.2,    0.3,    1.7,    1.0,   94.4,   95.8,    5.6,    4.2,  100.0,   41.1,   74.7,   20.7,   13.4,    2.7,   28.5,    2.1,    0.2,    0.3,    1.7,    1.0,   94.4,   95.8,    5.6,    4.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     45,     22,     24,      5,      4,      5,.,      4,.,.,.,.,     37,     39,     45,     22,     24,      5,      4,      5,.,      4,.,.,.,.,     37,     39,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    55.0,    46.6,    73.9,    61.4,    53.7,    42.8,    70.9,    55.6,    55.0,    46.6,    73.9,    61.4,    53.7,    42.8,    70.9,    55.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023393","IFED","023 ","N13","FutOnly"
"PG&E CITYGATE FIN BASIS - ICE FUTURES ENERGY DIV",260203,2026-02-03,023394,IFED,01,023 ,  160794,  109420,  115258,   17030,   29377,    4449,   12424,     664,    4948,    1385,     336,     291,  149947,  155323,   10847,    5471,  160794,  109420,  115258,   17030,   29377,    4449,   12424,     664,    4948,    1385,     336,     291,  149947,  155323,   10847,    5471,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    7413,    5797,    4291,    2334,    3744,    -897,    1082,     611,    -191,     333,       0,    -204,    8254,    7354,    -841,      59,  100.0,   68.0,   71.7,   10.6,   18.3,    2.8,    7.7,    0.4,    3.1,    0.9,    0.2,    0.2,   93.3,   96.6,    6.7,    3.4,  100.0,   68.0,   71.7,   10.6,   18.3,    2.8,    7.7,    0.4,    3.1,    0.9,    0.2,    0.2,   93.3,   96.6,    6.7,    3.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     45,     26,     25,      6,      4,      7,.,.,      4,.,.,.,     40,     39,     45,     26,     25,      6,      4,      7,.,.,      4,.,.,.,     40,     39,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    35.6,    50.3,    51.7,    67.7,    35.4,    44.5,    49.1,    59.8,    35.6,    50.3,    51.7,    67.7,    35.4,    44.5,    49.1,    59.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023394","IFED","023 ","N13","FutOnly"
